job_title,company_name,location,job_link,job_id,job_description
ServiceNow Application Developer,High5,"New York, NY (Hybrid)",https://www.linkedin.com/jobs/view/3684661392/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4J0Wn0DFWNcxAo6N7Q08yg%3D%3D&trackingId=lguafYd09PqYm%2FVuQNOUhA%3D%3D&trk=flagship3_search_srp_jobs,3684661392,"About the job
            
 
A minimum of 3 to 5 years experience with ServiceNow app development. 3 to 5 years of development experience with creating simple/complex customer-facing web or mobile applications is a plus. Configure out-of-the-box workflows and create/maintain custom workflows Configure application related fields, forms, views, email notifications, acceptance roles and access controls Integrate ServiceNow application(s) with third party systems/applications via APIs Configuration of ServiceNow's ITSM service catalog Create custom widgets as needed Expert level understanding of ServiceNow Platform & its capabilities are required. Understand the business needs and the needs to standardize processes and build this into the design. and being able to transform customer requirements into a high-level (architectural) solution or supporting model. Good understanding of service-oriented architecture, software application architecture, and the ability to consult with customers about these topics. Experience with web technologies JavaScript, ES5+, HTML, CSS/SCSS, SQL. Experience in one or more JavaScript frameworks like AngularJS or React is a plus. Knowledge of web-based protocols and standards (Web services, SOAP, REST, WSDL, XML); Good understanding of data structures, algorithms, object-oriented design, design patterns, and performance/scale considerations. Familiar with Scrum and Agile way of working and developments. Certified as ServiceNow – Application Developer (CAD) is a plus Result-oriented and good communication skills
Comments for Suppliers: This is a hybrid job/ candidate has to go to office at least 3 days a week. office location is Madison Ave, New York, NY 10022. need local candidates and we are open for relocation how ever need flight tickets two days after we release an offer."
"Application Developer (C#, .Net)- 2 roles at Fort Worth, TX, 76195",Steneral Consulting,"Fort Worth, TX (On-site)",https://www.linkedin.com/jobs/view/3677447505/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4J0Wn0DFWNcxAo6N7Q08yg%3D%3D&trackingId=fiPYdZznXe%2B6wlrDDdDklw%3D%3D&trk=flagship3_search_srp_jobs,3677447505,"About the job
            
 
Looking for (2) Contract Application DevelopersAddress: 14600 Trinity Blvd Ste 500, Fort Worth, TX 76155 Must be willing to work on-site for 4-6 weeks, and possibly longer. This will be dependent on how fast they come up to speed/ KT happens/ Project Delivery occurs.  These should be mid-level resources, that can start immediately. We expect duration to be four-six (4-6) months, but there is a possibility for that to be extended.**
Notes Attention to detail at the data level is critical. Azure DevOps / Git / Agile .C#, .NET, ESB (MassTransit, RabbitMQ, Azure SB), MSSQL Backend focused.Mobile a bonus, not required. Sabre a bonus, not required. Specific Skills Required: (Indicate specific office equipment skills, computer skills, etc., and the level of competence required.)C#, ASP.NET and MVC/web forms web application as well as desktop application development. Knowledge of Microsoft SQL Server, Reporting Services and database design concepts. Experience with Agile/SCRUM methodology.Must be able to communicate effectively with various technical support staff and convey complex technical requirements clearly to others in a verbal or written format.Understanding of web-based technologies and frameworks; including HTML/XHTML, HTML 5, HTTP, JavaScript, JQuery, SOAP, REST, ASP.NET, MVC and DNN. Independent Action: (Describe the amount of independent action and thought exercised by the individual, as well as authority, decision making and responsibility.) 
Each staff member is to use their knowledge, skills and abilities to perform the work outlined in this job description in accordance with the policies, procedures and requirements developed for this position. Staff members are expected to be proactive, to exercise initiative, to prioritize their work, and to offer constructive ideas while knowing that their actions are in keeping with the overall goals and directions established by their department.This incumbent works under broad general direction with considerable latitude for exercising independent judgment. In general, the incumbent establishes procedures forPurposeThis role is responsible for collaborating on software development tasks, including the technical design, development, and support of on-premises, cloud-based, and mobile delivered products, along with documentation and training.DutiesTeam Mentorship: A Software Engineer is responsible for sharing operational and development knowledge throughout the department and team, supporting the mentorship of junior staff and supporting the Manager, Software Development and Team Leaders as requested.Acquisition & Recruitment: A Software Engineer may be tasked to support interviewing candidates, assessing skills, and developing recruitment descriptions and questionnaires.Tools/Techniques/Processes: Incumbent is responsible for following departmental policies, procedures, and processes. They will integrate continuous improvement techniques into their individual efforts, and mentor junior's/guide peers to further improve the organizations operations and delivery approach.Project Oversight: A Software Engineer will be asked to participate in requirement analysis, software design, and estimation as part of the project delivery process. During execution, they will work with the Project Manager/Scrum Master, the Software Development Manager, and the Team Leader to understand the assign tasks and provided the necessary feedback that assures an on-time/with-quality delivery.Quality Assurance: Collaborate with the Team Leader and Project Administrator in the development of test plans, incorporating task driven unit testing. Participate in code review sessions.Architecture/Strategy: Attend requested training and ensure development tools and techniques followed align with the technical architecture strategy set forth by the APA Enterprise Architecture committee.Development: Develop, maintain, test, and extend systems to meet business needs. Consult customers and peers concerning the maintenance and performance of software systems and develop operational documentation and testing systems.Budget ResponsibilitiesMay be asked to identify and estimate costs for task and project level efforts.Specifications Education/Credentials/Certifications:(The level of education generally required by this position - if a college education is required, give the appropriate type(s) of degree(s). If vocational or technical education is required, indicate the course of study required. If education is listed here, it must be essential to the incumbent in fulfilling the responsibilities of the position.)AS degree in computer programming technology or related field is recommended.SQL Server development training.Web application development with Visual Studios, ASP.NET, MVC, C#.Experience: Mid-Level; Software development skills including experience with C#, ASP.NET and MVC/web forms, web application as well as desktop application development. Knowledge of Microsoft SQL Server, Reporting Services, and database design concepts. Building applications that connect with SABRE.Experience with Agile/SCRUM methodologies, from conceptualization and development to testing and build/release maintenance.Have current knowledge of Enterprise architectures and design patterns.Experience in designing and building scalable, reliable, maintainable, testable architectures for mission-critical applications. Proven ability to work in small to medium team environment on multiple concurrent projects.Experience with Team Foundation Server and Agile/SCRUM procedures.Experience with Mobile Devices (iPad, iPhone).Experience with MassTransit and integration with RabbitMQ.Specific Skills Required: C#, ASP.NET and MVC/web forms web application as well as desktop application development. Knowledge of Microsoft SQL Server, Reporting Services and database design concepts. Experience with Agile/SCRUM methodology.Must be able to communicate effectively with various technical support staff and convey complex technical requirements clearly to others in a verbal or written format.Understanding of web-based technologies and frameworks; including HTML/XHTML, HTML 5, HTTP, JavaScript, JQuery, SOAP, REST, ASP.NET, MVC and DNN. Independent Action: 
Each staff member is to use their knowledge, skills and abilities to perform the work outlined in this job description in accordance with the policies, procedures and requirements developed for this position. Staff members are expected to be proactive, to exercise initiative, to prioritize their work, and to offer constructive ideas while knowing that their actions are in keeping with the overall goals and directions established by their department."
Application Development Specialist – Residential Construction,VIR Consultant LLC,"Midland, MI (On-site)",https://www.linkedin.com/jobs/view/3667469596/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4J0Wn0DFWNcxAo6N7Q08yg%3D%3D&trackingId=Pq76vADqLZqb12E3a0%2BiXA%3D%3D&trk=flagship3_search_srp_jobs,3667469596,"About the job
            
 
Role: Application Development Specialist Residential ConstructionLocation: Midland, MISkills: Residential Construction Industry, Construction Practices, Building Physics, Building CodeRESPONSIBILITES The Applications Development Specialist actively engages with key industry stakeholders to understand discontinuities in the market and works in close collaboration with strategic and tactical marketing to outline PBS advantaged technology approaches that can bridge the discontinuities.Has a rich, technical background, including knowledge in construction practices, building physics, building code and engineering often serving as an internal subject matter expert advising project teams.Draws upon his/her diverse technical background to propose novel approaches to solve discontinuities and unmet needs in the market that bring value to PBS.In addition to responsibility for helping to build PBS's innovation pipeline, the Application Development Specialist supports existing products and customers addressing field issues, answering technical inquires, conducting building science research and representing PBS at technical seminars and tradeshows.Has some general business acumen as well.Must have strong interpersonal and communication skills, with the ability to process and effectively communicate both technical and business information across a spectrum of stakeholders. The ability to prioritize work in alignment with business needs is critical to success. A strong customer mindset and the ability to communicate up and across the organization are essential.This role will have a strong focus on residential construction and work in close connection with the Residential Application Development Leader. This R&D role requires significant external engagement.The role is Midland based. It can be done from a virtual office assuming a ~ 25% minimum physical presence in Midland to ensure critical internal collaboration, ideation and hands on lab work is achieved.
SPECIFIC RESPOSIBILITES INCLUDE Build PBS's new product development pipeline:Partner with strategic marketing to outline domain strategy, where and how to playPartner with tactical marketing to identify line extensions, technical marketing communications and external partnerships that facilitate sales growth in areas of focus for the businessPartner with business Fellows in new product/application development ideationGenerate differentiated innovation concepts based on real building challenges and market discontinuities; translate experience with on site and factory construction into 'real' opportunities based on industry pain pointsLeverage external and internal networks to generate new product ideas, champion initiatives and commercialize technologiesProvide residential construction subject matter expertise to project teamsUtilize a deep working knowledge of building science, the construction process and practices, residential building and energy codes and industry trends to advise teamsMaintain a strong external network of builders, contractors, building science experts, building code officials, etc. to exchange ideas, stay relevant and maintain a strong customer mindset; leverage this industry understand back into the internal organization to guide teamsServe as a consultant to PBS R&D, strategic marketing, tactical marketing, BKC and sales teams providing expertise in residential construction practicesLead research programs and new product and application development projectsProgress PBS's position in the residential construction industry as an innovation and building science thought leader; represent PBS in external forums (i.e., technical conferences, standards committees, etc.)Engage in PBS's Residential Building Science ResearchIdentify and gain business approval for relevant, value added residential building science research (internal or external)Conduct residential building science research; experimental design, test analysis & documentation (internal and external)Support new product development teams by helping design and facilitate field trials.
Qualifications Bachelor's Degree, in a technical field.Relevant residential construction industry experience, 5 year minimumDemonstrated understanding of the scientific methodExcellent written and oral communication skillsStrong interpersonal skillsFluency in English language
Preferred Qualifications Residential Construction Industry Experience: Deep working knowledge of building science, construction process and practices, building and energy codes, building envelop design and industry trends.Project Management: Experience with designing and implementing research projects as well as executing product development projects using a stage gate review process.Mentor: Ability, patience, and willingness to teach and coach team members with less experience in residential construction.Initiative: An affinity for action. The ability to sort through undefined spaces, define appropriate strategy and tactical actions and implement a plan resulting in a positive business outcome.Customer Centric: Ability to positively respond to customer needs in a timely, professional manner and to forge trusting, comfortable customer relationships with construction trades, general contractors, building code officials and building envelop science experts.Communication Skills: Ability to distill large amounts of information into 'bytes' that are appropriate for target audience, clearly articulating your position to achieve desired outcomes. Comfortable with sharing technical information in large industry forums and smaller, intimate job site audience"
Application Development Advisor,iTech Solutions,"Franklin, TN (On-site)",https://www.linkedin.com/jobs/view/3761492743/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4J0Wn0DFWNcxAo6N7Q08yg%3D%3D&trackingId=exR1jhNLQ%2BAbHTpWdv98tw%3D%3D&trk=flagship3_search_srp_jobs,3761492743,"About the job
            
 
Net Core Microservice DeveloperPreference for candidates local to Franklin, TN. Willing to consider remote candidates that are located in CST or EST timezone and that can work on an EST/CST schedule.Duties: Participate in medium to large scale projects by reviewing project requirements. Translating requirements into solutions, write code, unit tests, ensure code coverage, communicate status and issues across team while collaborating with product, project and cross-functional teams. Ensuring on-time delivery. Troubleshooting complex problems, identifying code defects and collaborating with other developers on defect fixes.Provide support to business by responding to and raising user story questions, concerns and issues. Identifying strategies to implement features and functionality in regular cadence with short and long term plan.
Write technical documentation. Work on multiple projects with varying deadlines. Coordinate work with business, QA and other teams including offshore Development. Communicate with technical management and other departments, reporting statuses and risks.Work under minimal supervision.
Preferred experience Hands-on experience in Microsoft .Net technologies such as MVC, EF ,vb.net, C#, ASP.NET, LINQ, REST, Terraform , Azure , Kafka , WCF and OO designs.Experience using Angular or React or similar modern UI libraries.Experience with Unit testing, Test Driven Development or use of mocking frameworks.Experience in MS SQLExcellent verbal and written communication skillsGood understanding of SDLC and Agile methodologies.Ability to collaborate with multiple teams across geographies to deliver quality technology
Additional experience Experience in Microservice architecture and development using C#Experience building in Event Driven Architecture a plus.Experience with Azure DevOps,NoSQL Solutions a plus.Security Engineering or Knowledge of OWASP Principles a plus
For more information please contact Janice DiCicco at 860-979-0912 or jdicicco@itechsolutions.comSince 1995, iTech Solutions Inc., has been providing IT Consulting and Direct Hire Services to the Insurance, Financial, Communications, Manufacturing  and Government sectors with local offices in Connecticut, Minnesota, Colorado,  Massachusetts, Tennessee, North Carolina, and New Jersey / Pennsylvania area. Our recruiting strategy is simple, if you want to find qualified IT professionals then use IT professionals to find them.   So at iTech Solutions,  our personnel are all career IT professionals with a wide range of IT experience.  We can honestly say our staff understands the technologies, the complexities of finding and selecting the appropriate personnel and the pressures of running successful IT projects. Employer will not sponsor applicants for any employment visas, at hiring or in the future, including but not limited to H-1B visas. Corp-to-Corp or subcontract personnel will not be considered for this position.

Desired Skills and Experience
                .NET CORE"
Tririga Application Developer (Remote),The Building People,United States (Remote),https://www.linkedin.com/jobs/view/3774239477/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4J0Wn0DFWNcxAo6N7Q08yg%3D%3D&trackingId=U0ALLWWAMnoXmtG6o%2BcR2g%3D%3D&trk=flagship3_search_srp_jobs,3774239477,"About the job
            
 
The Building People are seeking a qualifiedApplication Developerto support immediate TRIRIGA solution delivery as well as other COTS solution technologies to support a growing portfolio of federal government, local government, non-profit, and commercial customers- all while operating remotely.TheApplication Developerwill provide direct consulting services in assisting with implementation and business transformation as it relates to TRIRIGA for an enterprise solution merging the capabilities of Real Property Asset Management (RPAM), and Computerized Maintenance Management System (CMMS). Working experience on TRIRIGA application version of 10.6 or above and Platform Version 3.6 or above.Work with Application Consultants to understand the functional requirements.Provide technical support for issues in Production.Should have good functional knowledge of TRIRIGA Space, Facility Maintenance& Lease Modules.Experience in end-to-end implementation of TRIRIGA.Support QA and Functional teams during IT and UAT testing.Resolve technical support issues when escalated.Install, configure, and troubleshoot applications in local, staging, and production environments.Manage source code and revisions/changes using GIT and other related technologies.Apply your technical knowledge and subject matter experience to complete assigned tasks on time, within budget, and respecting the scope provided.
Experience At least 3 years of TRIRIGA development experience.Functional knowledge of Real Estate Mgmt. (Administration + Accounting), Capital Project, Facility Operations and Maintenance.Experience in TRIRIGA development and system functionalityExperience with TRIRIGA Builder Tools (BO /Form /Workflow /Associations etc.)Knowledge of TRIRIGA Integration tools (DI /IO/DC/OSLC)Proficient in TRIRIGA Development toolsExperience in TRIRIGA Workflows and BIRT ReportingExperience in working with one or more industry-leading database platforms, preferably both relational and non-relational systems.Ability to interpret documented requirements and communicate with technical (software) teams.Ability to work with maintenance technicians, stakeholders, and technical staff.Clear communication skills.Ability to operate independently.Strong problem solving and troubleshooting skills.Working within modern cloud environments (AWS, Azure).
Education 4+ years of relevant experience with an AA/AS degreePreferred: 3+ years of relevant experience with a BS degreePreferred: TRIRIGA certifications
Additional Requirements Self-motivation and desire to always deliver with excellence.Organized with the ability to multitask.High attention to detail.US Citizenship.Ability to meet Federal& DoD Gov’t security background checks, HSPD-12, Fingerprinting, plus agency-specific screening.2+ years successfully working from home or remote location, with minimal supervision.Operate within a NIST 800-171 compliant security environment internally and able to support all client-required cyber security data and operational processes. Value and protect company, colleague, and customer data.Operate within a home office environment that provides adequate workspace and high-speed internet connectivity."
Power Apps and Power Automate Developer - Onsite,"The Dignify Solutions, LLC","San Antonio, TX (On-site)",https://www.linkedin.com/jobs/view/3768006649/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4J0Wn0DFWNcxAo6N7Q08yg%3D%3D&trackingId=cO6VbJmEIRebriIySPEhaA%3D%3D&trk=flagship3_search_srp_jobs,3768006649,"About the job
            
 
Develop and implement solutions using the Microsoft 365 suite of applications (i.e. SharePoint, PowerApps, Power Automate, Teams, and Power BI).Help rewrite current business process automation migrating into the Microsoft 365 Power Suite.Analyze business problems, identifies, and articulate requirements to support system and process improvements and identifies alternative technical solutions.Develop reports and dashboards with data using visualization software like Tableau or Power BIOversee the development, analysis, and implementation of new and existing solutions.Investigate, troubleshoot, and resolve complex technical issues.Produce ideas for process improvement programs and participate in control activities that maintain and validate standards for the functional area."
Application Development Advisor,Ampcus Inc,"Franklin, TN",https://www.linkedin.com/jobs/view/3768014097/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4J0Wn0DFWNcxAo6N7Q08yg%3D%3D&trackingId=6IvRwDozOoMhjIrHHB17cA%3D%3D&trk=flagship3_search_srp_jobs,3768014097,"About the job
            
 
Net Core Microservice DeveloperPreference for candidates local to Franklin, TN. Willing to consider remote candidates that are located in CST or EST timezone and that can work on an EST/CST schedule.Duties  Participate in medium to large scale projects by reviewing project requirements. Translating requirements into solutions, write code, unit tests, ensure code coverage, communicate status and issues across team while collaborating with product, project and cross-functional teams. Ensuring on-time delivery. Troubleshooting complex problems, identifying code defects and collaborating with other developers on defect fixes.Provide support to business by responding to and raising user story questions, concerns and issues. Identifying strategies to implement features and functionality in regular cadence with short and long term plan.
Write technical documentation. Work on multiple projects with varying deadlines. Coordinate work with business, QA and other teams including offshore Development. Communicate with technical management and other departments, reporting statuses and risks.Work under minimal supervision.
Preferred Experience Hands-on experience in Microsoft .Net technologies such as MVC, EF ,vb.net, C#, ASP.NET, LINQ, REST, Terraform , Azure , Kafka , WCF and OO designs.Experience using Angular or React or similar modern UI libraries.Experience with Unit testing, Test Driven Development or use of mocking frameworks.Experience in MS SQLExcellent verbal and written communication skillsGood understanding of SDLC and Agile methodologies.Ability to collaborate with multiple teams across geographies to deliver quality technology
Additional experience Experience in Microservice architecture and development using C#Experience building in Event Driven Architecture a plus.Experience with Azure DevOps,NoSQL Solutions a plus.Security Engineering or Knowledge of OWASP Principles a plus
For more information please contact Janice DiCicco at 860-979-0912 or jdicicco@itechsolutions.comSince 1995, iTech Solutions Inc., has been providing IT Consulting and Direct Hire Services to the Insurance, Financial, Communications, Manufacturing and Government sectors with local offices in Connecticut, Minnesota, Colorado, Massachusetts, Tennessee, North Carolina, and New Jersey / Pennsylvania area.Our recruiting strategy is simple, if you want to find qualified IT professionals then use IT professionals to find them. So at iTech Solutions, our personnel are all career IT professionals with a wide range of IT experience. We can honestly say our staff understands the technologies, the complexities of finding and selecting the appropriate personnel and the pressures of running successful IT projects. Employer will not sponsor applicants for any employment visas, at hiring or in the future, including but not limited to H-1B visas. Corp-to-Corp or subcontract personnel will not be considered for this position."
Application Development Advisor,Ampcus Inc,"Franklin, TN (On-site)",https://www.linkedin.com/jobs/view/3768009711/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4J0Wn0DFWNcxAo6N7Q08yg%3D%3D&trackingId=XwYN1Qw7S0yhnytjeI8ZEw%3D%3D&trk=flagship3_search_srp_jobs,3768009711,"About the job
            
 
Duties Participate in medium to large scale projects by reviewing project requirements. Translating requirements into solutions, write code, unit tests, ensure code coverage, communicate status and issues across team while collaborating with product, project and cross-functional teams. Ensuring on-time delivery.Troubleshooting complex problems, identifying code defects and collaborating with other developers on defect fixes.Provide support to business by responding to and raising user story questions, concerns and issues. Identifying strategies to implement features and functionality in regular cadence with short and long term plan.Write technical documentation. Work on multiple projects with varying deadlines. Coordinate work with business, QA and other teams including offshore Development. Communicate with technical management and other departments, reporting statuses and risks.Work under minimal supervision.
Preferred experience Hands-on experience in Microsoft .Net technologies such as MVC, EF ,vb.net, C#, ASP.NET, LINQ, REST, Terraform , Azure , Kafka , WCF and OO designs.Experience using Angular or React or similar modern UI libraries.Experience with Unit testing, Test Driven Development or use of mocking frameworks.Experience in MS SQLExcellent verbal and written communication skillsGood understanding of SDLC and Agile methodologies.Ability to collaborate with multiple teams across geographies to deliver quality technology
Additional experience Experience in Microservice architecture and development using C#Experience building in Event Driven Architecture a plus.Experience with Azure DevOps,NoSQL Solutions a plus.Security Engineering or Knowledge of OWASP Principles a plus
Education: Bachelors in Computer Science or similar field is preferred but not requiredFor more information please contact Brian Otten at 203-433-7817 or botten@itechsolutions.comSince 1995, iTech Solutions Inc., has been providing IT Consulting and Direct Hire Services to the Insurance, Financial, Communications, Manufacturing and Government sectors with local offices in Connecticut, Minnesota, Colorado, Massachusetts, Tennessee, North Carolina, and New Jersey / Pennsylvania area.Our recruiting strategy is simple, if you want to find qualified IT professionals then use IT professionals to find them. So at iTech Solutions, our personnel are all career IT professionals with a wide range of IT experience. We can honestly say our staff understands the technologies, the complexities of finding and selecting the appropriate personnel and the pressures of running successful IT projects. Employer will not sponsor applicants for any employment visas, at hiring or in the future, including but not limited to H-1B visas. Corp-to-Corp or subcontract personnel will not be considered for this position."
"Program Intern, Applications Development",Pilot Flying J,"Knoxville, TN (On-site)",https://www.linkedin.com/jobs/view/3727367657/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4J0Wn0DFWNcxAo6N7Q08yg%3D%3D&trackingId=4VnM1%2BI6FNJNOp1ekCxCig%3D%3D&trk=flagship3_search_srp_jobs,3727367657,"About the job
            
 
Company DescriptionPilot Company is an industry-leading network of travel centers with more than 30,000 team members and over 750 retail and fueling locations in 44 states and six Canadian provinces. Our energy and logistics division serves as a top supplier of fuel, employing one of the largest tanker fleets and providing critical services to oil operations in our nation's busiest basins. Pilot Company supports a growing portfolio of brands with expertise in supply chain and retail operations, logistics and transportation, technology and digital innovation, construction, maintenance, human resources, finance, sales and marketing.Founded in 1958 by Jim A. Haslam II and currently led by CEO Adam Wright, our founding values, people-first culture and commitment to giving back remains true to us today. Whether we are serving guests, a fellow team member, or a trucking company, we are dedicated to fueling people and keeping North America moving.All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status or any other characteristic protected under applicable federal, state or local law.Job DescriptionPilot Company’s professional internship designed to provide on-the-job training and experience to recent college graduates. Engages in various work assignments, projects, and activities of varying complexity, structured to enable the intern to gain the necessary knowledge, skills and abilities needed to perform at a professional level, typically identified with a targeted exempt position. Receives training and mentorship in planning and carrying out activities and assignments. This is a 10-week paid internship program. Provides entry- to intermediate-level professional services, under supervision of professional staff, as appropriate to the day-to-day operating objectives of the business unitUndertakes and/or participates in projects and programs designed to develop professional skills and expertise appropriate to the needs of the organizationParticipates in the planning and implementation of unit projects and initiatives within area of expertiseInteracts directly with colleagues and other internal or external constituencies in the planning of assignments and the resolution of day-to-day operational problemsReceives guidance, training, and mentoring from professional personnel in planning and carrying out activities and assignmentsPerforms miscellaneous job-related duties as assigned
Qualifications Bachelor's or Master's level degree seeking students; no previous work experience requiredRising juniors or seniors preferredEntry-level knowledge and skill at the Bachelors or Masters level within specified area of professional specialtyAbility to communicate effectively, both orally and in writingAbility to understand and follow complex, detailed technical instructionsAbility to work both independently and in a team environment
Additional InformationAll your information will be kept confidential according to EEO guidelines."
Bilingual - Documentum Architect and Applications Development - Irving or Tampa,Experis,"Tampa, FL (On-site)",https://www.linkedin.com/jobs/view/3748286544/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=ZGXXMcdGugVW9uvvZLPN8w%3D%3D&trackingId=As2wxeguR5fzwf5LzDPIyQ%3D%3D&trk=flagship3_search_srp_jobs,3748286544,"About the job
            
 
ManpowerGroup has partnered with a leading Financial Services organization in the Tampa/ Irving, TX Area for a contract Bilingual - Documentum Architect and Applications Development to assist their team. Future onsite work is required as per CDC and client guidelines for safe return, local candidates or able to relocate encouraged to apply!Role: Bilingual - Documentum Architect and Applications DevelopmentLocation: Tampa/ Irving, TX (Hybrid – 3 days onsite per week)Position type:12 months with high possibility of extension/Conversion as FTE  Must be bilingual*****
Job DescriptionDocumentum Architect and Applications Development with 10+ years of progressive experience in building ECM applications using Documentum. OpenText Documentum, D2 Content Management Foundation, Architect Certification, a plus. Hands on D2 development experience with good understanding of AWS.Architecture & Build team manages the infrastructure build for Data Services Technology organization. As part of this job role, the individual needs to understand the application requirements, develop architecture, work with different organizations within Client to request new hardware and complete the environment build in coordination with Application teams, system administrators and other partners.This job requires closely working with application teams, understanding Application Layer Build, Administration, Performance Tuning and Maintenance. Troubleshoot any Operating System and Application related issues in coordination with Application and Technology teams. The overall objective of this role is to understand business needs and provide end to end Infrastructure delivery.Responsibilities Solution Architecture having capability to understand the infrastructure requirements from the clients and partners. Work with Application managers and Solutions team to provide robust and resiliency Infrastructure for clients and partners. Application Layer Build, Administration, Performance Tuning and Maintenance. Complete the Necessary Build validation tests including the DR tests. Handover the environment to BAU Teams with complete documentation and instructions. Manage and participate Annual Disaster Recovery and OCC (Office of the Comptroller of the Currency) tests. Work with respective teams to identify, procure, configure, and manage Software Licensing. Strategic Build for Hardware, Operating System Migrations and EOVS (End of Vendor Support) items. Manage In-Place upgrade process for RHEL systems from RHEL6 to RHEL7 and RHEL7 to RHEL8. Building Lab for Proof of Concept for new Products. Experience in Scripting and Automation to minimize manual tasks using tools such as Ansible, Big Bucket and other Automation tools. Drive Cloud adoption, Strategic Infrastructure Procurement and Cost Optimization. Collaborate with Engineering teams to implement and drive Solutions and EOVS remediation plans. Acts as an advisor or mentor to junior team members.
Qualifications 12-16 years relevant experience. Strong Linux Operating system knowledge and skills. Familiarity with Windows Operating System. Familiarity with Oracle databases and Oracle As A Service. Working experience on SDLC of server build. Working experience of managing Physical Hardware Resources, VMware, and Cloud Servers. Working experience in installing and managing the software. Working experience in Participation of Disaster Recovery Tests. Familiarity with different Network components, Load Balancers. Participate in application, hardware troubleshooting and help to resolve issues impacting application environments. Familiarity with change management tools like Service Now or similar Consistently demonstrates clear and concise written and verbal communication. Management and prioritization skills. Ability to develop working relationships. Ability to manage multiple activities and changing priorities. Ability to work under pressure and to meet tight deadlines. Self-starter with ability to take the initiative and master new tasks quickly. Methodical, attention to detail.
Education Bachelor’s/University degree or equivalent experience, potentially Master’s degree
If this is a role that interests you and you’d like to learn more, click apply now and a recruiter will be in touch with you to discuss this great opportunity. We look forward to speaking with you!About ManpowerGroup, Parent Company of: Manpower, Experis, Talent Solutions, and Jefferson WellsManpowerGroup® (NYSE: MAN), the leading global workforce solutions company, helps organizations transform in a fast-changing world of work by sourcing, assessing, developing, and managing the talent that enables them to win. We develop innovative solutions for hundreds of thousands of organizations every year, providing them with skilled talent while finding meaningful, sustainable employment for millions of people across a wide range of industries and skills. Our expert family of brands – Manpower, Experis, Talent Solutions, and Jefferson Wells – creates substantial value for candidates and clients across more than 75 countries and territories and has done so for over 70 years. We are recognized consistently for our diversity - as a best place to work for Women, Inclusion, Equality and Disability and in 2022 ManpowerGroup was named one of the World's Most Ethical Companies for the 13th year - all confirming our position as the brand of choice for in-demand talent."
"Power Apps Developer- Knoxville, TN, 37932",eStaffing Inc.,"Knoxville, TN",https://www.linkedin.com/jobs/view/3605282896/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=ZGXXMcdGugVW9uvvZLPN8w%3D%3D&trackingId=AQwqlxH8ew84ZGrThSILtA%3D%3D&trk=flagship3_search_srp_jobs,3605282896,"About the job
            
 
DescriptionNeeded: Coding Expert who is both proficient in Microsoft Excel and Microsoft Power suites (Power Apps, Automate, BI, etc.).Ideal candidate will work to transfer Excel based tools onto the Microsoft Power suite in order to streamline data touchpoints and automate workflows. The Excel tools in existence meet a function but are not entirely connected to the data inputs/outputs, require manual interventions, are not able to be imbedded into online functionalities and can become a process bottleneck. An understanding of Excel is required in order to transfer the current logic/formulas/code/processes into the best suited Microsoft Power tool (or potentially other online apps). The end result will be the elimination of offline Excel based tools into a dashboard, web based process, or online app that is both user friendly and fully integrated into the workflow."
